transaction_id,product_category,sub_category,brand_tier,customer_segment,customer_region,channel,day_of_week,season,payment_method,device_type,base_price,competitor_price,discount_pct,units_sold,marketing_spend,customer_rating,review_count,return_rate,inventory_days,page_views,shipping_cost,wishlist_adds,repeat_purchase,is_featured,flash_sale,revenue_usd
TXN-0000571,Books,Self-Help,Mid-Range,Loyal,North America,Email,Sunday,Fall,Credit Card,Desktop,21.02,19.59,17.1,1,443.86,3.7,0.0,0.085,7,305.0,6.68,4.0,1,0,0,70.31
TXN-0000572,Books,Non-Fiction,Mid-Range,VIP,North America,Paid Search,Saturday,Summer,PayPal,Desktop,20.8,17.06,4.7,3,0.0,3.9,21.0,0.105,37,236.0,11.1,,1,0,0,60.51
TXN-0000573,Sports,Outdoor,Mid-Range,New,Europe,Organic Search,Thursday,Winter,Debit Card,Mobile,67.25,77.61,2.9,3,153.0,3.9,15.0,,73,166.0,14.43,3.0,0,1,0,215.97
TXN-0000574,Home & Garden,Bedding,Luxury,VIP,Latin America,Direct,Friday,Spring,Debit Card,Mobile,357.38,423.43,6.2,3,0.0,3.5,48.0,0.088,40,460.0,13.95,2.0,1,1,0,1020.65
TXN-0000575,Beauty,Fragrance,Mid-Range,Returning,Asia Pacific,Direct,Tuesday,Fall,Bank Transfer,Mobile,53.46,65.04,12.2,11,140.12,4.7,0.0,0.36,25,229.0,7.71,,0,0,1,638.31
TXN-0000576,Fashion,Bags,Mid-Range,Returning,Europe,Social Media,Friday,Spring,Debit Card,Desktop,38.16,,21.8,9,202.97,3.6,0.0,0.126,20,164.0,8.96,3.0,0,0,1,373.92
TXN-0000577,Sports,Cycling,Premium,Loyal,Middle East,Referral,Sunday,Winter,PayPal,Desktop,123.54,119.28,3.7,4,0.0,3.5,37.0,0.079,19,370.0,21.8,5.0,1,0,0,467.42
TXN-0000578,Sports,Team Sports,Budget,Loyal,Asia Pacific,Social Media,Sunday,Winter,Debit Card,Desktop,36.04,47.02,1.6,3,0.0,4.3,37.0,0.164,26,748.0,10.17,,1,0,0,153.84
TXN-0000579,Fashion,Accessories,Mid-Range,VIP,Asia Pacific,Marketplace,Friday,Spring,Credit Card,Desktop,87.51,110.38,1.0,8,0.0,3.3,25.0,,7,215.0,9.27,2.0,1,0,0,692.83
TXN-0000580,Beauty,Personal Care,Mid-Range,Returning,Latin America,Organic Search,Wednesday,Winter,Credit Card,Desktop,55.94,50.24,0.0,7,0.0,3.0,37.0,,15,316.0,29.01,,0,0,0,352.49
TXN-0000581,Home & Garden,Furniture,Mid-Range,Returning,Asia Pacific,Organic Search,Monday,Winter,Debit Card,Mobile,85.99,84.03,13.8,7,84.82,4.6,6.0,0.091,47,357.0,19.53,5.0,0,1,1,689.77
TXN-0000582,Fashion,Bags,Premium,New,North America,Marketplace,Saturday,Winter,PayPal,Mobile,69.24,46.15,0.0,2,0.0,4.6,24.0,0.035,31,313.0,6.66,2.0,0,0,0,198.14
TXN-0000583,Toys,Dolls,Mid-Range,New,Latin America,Organic Search,Wednesday,Winter,Credit Card,Desktop,24.54,27.39,0.0,12,,3.4,13.0,0.29,16,304.0,20.75,0.0,0,0,1,292.04
TXN-0000584,Electronics,Headphones,Budget,VIP,North America,Social Media,Tuesday,Spring,Debit Card,Mobile,237.18,227.67,0.0,1,150.56,,15.0,0.076,24,199.0,6.9,2.0,1,0,1,861.61
TXN-0000585,Fashion,Men Clothing,Budget,New,Latin America,Direct,Sunday,Fall,Debit Card,Tablet,29.53,37.13,52.4,3,174.41,4.0,0.0,0.055,30,369.0,18.2,5.0,0,0,0,61.98
TXN-0000586,Toys,Dolls,Premium,Loyal,Middle East,Affiliate,Saturday,Spring,Debit Card,Desktop,120.85,144.08,0.0,4,63.72,4.9,0.0,0.338,22,55.0,16.9,2.0,1,1,0,496.17
TXN-0000587,Electronics,Headphones,Mid-Range,Loyal,Europe,Organic Search,Sunday,Spring,Credit Card,Tablet,170.73,160.01,1.0,18,0.0,5.0,0.0,0.288,7,316.0,15.27,1.0,1,1,0,3012.43
TXN-0000588,Automotive,Electronics,Budget,Returning,South Asia,Paid Search,Saturday,Summer,Buy Now Pay Later,Mobile,70.49,61.62,3.9,10,369.6,3.8,23.0,0.224,28,474.0,29.01,3.0,0,1,0,654.19
TXN-0000589,Sports,Water Sports,Premium,Loyal,North America,Social Media,Monday,Spring,Credit Card,Mobile,142.97,,0.0,5,0.0,4.3,58.0,0.187,30,588.0,9.48,3.0,1,1,0,713.07
TXN-0000590,Fashion,Accessories,Mid-Range,VIP,Asia Pacific,Email,Thursday,Winter,Crypto,Mobile,86.82,87.52,4.9,1,187.92,,,0.06,20,178.0,16.25,2.0,1,0,0,103.02
TXN-0000591,Fashion,Men Clothing,Premium,Loyal,North America,Direct,Saturday,Fall,PayPal,Mobile,104.56,114.08,24.0,1,377.28,3.5,,0.132,42,361.0,4.92,3.0,1,0,0,144.19
TXN-0000592,Beauty,Makeup,Premium,Returning,Europe,Social Media,Saturday,Spring,Debit Card,Desktop,103.28,89.64,0.0,6,0.0,4.5,1.0,0.331,8,,11.22,4.0,0,1,0,625.08
TXN-0000593,Books,Academic,Mid-Range,Loyal,Europe,Email,Thursday,Summer,Debit Card,Mobile,15.85,9.42,0.0,6,0.0,4.0,16.0,,12,488.0,9.31,1.0,1,0,1,130.49
TXN-0000594,Electronics,Headphones,Mid-Range,VIP,Europe,Email,Sunday,Spring,PayPal,Desktop,331.01,315.12,0.0,1,0.0,4.1,0.0,0.543,27,61.0,10.49,8.0,1,0,1,1178.7
TXN-0000595,Toys,Outdoor Play,Mid-Range,Returning,Europe,Email,Sunday,Winter,PayPal,Mobile,23.11,26.82,35.8,4,0.0,2.3,15.0,0.167,47,139.0,10.39,3.0,0,1,0,81.08
TXN-0000596,Electronics,Cameras,Budget,Loyal,Europe,Paid Search,Friday,Winter,Credit Card,Mobile,109.09,97.86,0.0,8,50.88,3.7,6.0,0.019,20,173.0,16.26,5.0,1,0,0,850.44
TXN-0000597,Fashion,Women Clothing,Premium,VIP,Asia Pacific,Social Media,Sunday,Spring,Debit Card,Mobile,153.89,155.44,14.5,2,530.83,4.4,7.0,0.176,12,134.0,16.21,4.0,1,0,0,322.4
TXN-0000598,Electronics,Cameras,Mid-Range,Churned,Europe,Affiliate,Friday,Fall,Bank Transfer,Desktop,218.16,259.56,0.0,5,0.0,3.1,7.0,0.03,22,165.0,12.06,2.0,0,0,0,1090.16
TXN-0000599,Electronics,Tablets,Premium,Loyal,North America,Email,Sunday,Winter,Bank Transfer,Mobile,354.91,345.67,3.1,4,0.0,4.8,24.0,0.166,14,408.0,9.66,1.0,1,0,1,2259.8
TXN-0000600,Home & Garden,Garden Tools,Budget,New,Europe,Email,Friday,Fall,Credit Card,Desktop,35.77,,18.5,7,38.3,4.6,23.0,0.339,20,511.0,16.8,3.0,0,0,0,211.41
TXN-0000601,Home & Garden,Decor,Mid-Range,Loyal,Asia Pacific,Paid Search,Wednesday,Summer,Bank Transfer,Desktop,65.05,,3.0,7,0.0,2.8,12.0,0.044,18,213.0,9.23,4.0,1,0,0,458.53
TXN-0000602,Electronics,Gaming,Mid-Range,Returning,South Asia,Email,Wednesday,Winter,Credit Card,Mobile,270.13,264.66,0.0,4,518.56,4.4,0.0,0.13,7,518.0,24.14,2.0,0,1,0,1132.17
TXN-0000603,Sports,Team Sports,Budget,Loyal,Europe,Paid Search,Thursday,Summer,Bank Transfer,Desktop,55.04,57.51,7.5,6,183.03,3.6,17.0,,36,169.0,9.09,3.0,1,0,0,315.95
TXN-0000604,Home & Garden,Furniture,Premium,New,North America,Organic Search,Wednesday,Spring,Crypto,Tablet,251.63,,0.0,9,0.0,3.6,18.0,0.024,18,146.0,6.57,,0,1,0,2302.17
TXN-0000605,Books,Academic,Mid-Range,Loyal,Europe,Social Media,Sunday,Summer,PayPal,Desktop,25.19,28.29,9.2,1,0.0,4.9,7.0,0.011,60,1370.0,14.59,2.0,1,0,1,117.03
TXN-0000606,Food & Grocery,Snacks,Mid-Range,Loyal,Europe,Paid Search,Sunday,Summer,Bank Transfer,Desktop,33.96,24.77,13.5,8,115.19,4.8,0.0,0.26,15,197.0,6.01,3.0,1,0,0,263.41
TXN-0000607,Books,Fiction,Premium,Churned,Europe,Affiliate,Friday,Spring,Bank Transfer,Mobile,26.34,31.71,9.1,4,0.0,4.2,38.0,,27,317.0,8.28,1.0,0,0,1,176.79
TXN-0000608,Toys,Educational,Premium,Loyal,Asia Pacific,Email,Thursday,Winter,Bank Transfer,Mobile,79.28,88.84,9.0,2,173.26,,,0.085,33,303.0,22.45,3.0,1,0,0,182.77
TXN-0000609,Sports,Outdoor,Mid-Range,Returning,Europe,Direct,Wednesday,Winter,Credit Card,Mobile,98.31,116.41,0.0,6,0.0,,21.0,0.304,25,390.0,9.01,2.0,0,1,0,615.29
TXN-0000610,Books,Non-Fiction,Mid-Range,New,Europe,Organic Search,Sunday,Fall,Bank Transfer,Desktop,16.32,,19.3,2,0.0,3.0,25.0,0.233,19,666.0,14.42,3.0,0,1,0,26.97
TXN-0000611,Fashion,Sportswear,Mid-Range,New,North America,Paid Search,Sunday,Summer,Credit Card,Mobile,34.35,,11.0,2,45.15,3.5,0.0,0.033,38,259.0,8.22,1.0,0,0,0,82.97
TXN-0000612,Books,Children,Budget,VIP,Latin America,Organic Search,Monday,Winter,Credit Card,Tablet,8.29,14.92,18.8,5,0.0,4.7,25.0,0.037,10,226.0,26.3,2.0,1,0,1,29.23
TXN-0000613,Fashion,Bags,Budget,New,Latin America,Paid Search,Monday,Summer,Credit Card,Tablet,21.92,20.88,17.7,3,68.13,3.7,22.0,0.081,17,337.0,13.67,3.0,0,0,0,73.0
TXN-0000614,Electronics,Smart Home,Budget,Returning,Europe,Paid Search,Friday,Fall,Buy Now Pay Later,Desktop,177.43,159.86,0.0,9,164.23,2.1,7.0,0.136,36,69.0,10.76,3.0,0,0,0,1604.28
TXN-0000615,Books,Non-Fiction,Mid-Range,VIP,Latin America,Organic Search,Wednesday,Summer,PayPal,Mobile,15.54,5.3,0.0,6,115.92,3.3,50.0,0.372,37,642.0,16.95,2.0,1,1,1,127.94
TXN-0000616,Electronics,Smart Home,Mid-Range,New,Latin America,Paid Search,Thursday,Spring,Bank Transfer,Mobile,300.81,300.68,1.8,4,0.0,2.8,0.0,0.105,29,72.0,31.69,,0,0,0,1156.75
TXN-0000617,Automotive,Electronics,Premium,Returning,North America,Marketplace,Monday,Summer,PayPal,Mobile,176.2,202.28,0.0,1,0.0,2.1,20.0,0.219,9,219.0,8.53,4.0,0,0,1,642.32
TXN-0000618,Fashion,Footwear,Mid-Range,Returning,Europe,Email,Thursday,Winter,Credit Card,Mobile,71.49,,10.2,6,0.0,,14.0,0.074,28,254.0,13.24,2.0,0,0,0,371.39
TXN-0000619,Beauty,Haircare,Mid-Range,Churned,North America,Referral,Thursday,Spring,Bank Transfer,Tablet,49.65,52.07,2.8,2,0.0,4.0,30.0,0.153,23,484.0,6.21,,0,0,0,250.27
TXN-0000620,Home & Garden,Decor,Luxury,Loyal,Europe,Paid Search,Monday,Spring,Bank Transfer,Desktop,447.32,359.8,0.0,8,787.93,4.4,14.0,0.149,67,220.0,5.51,4.0,1,0,0,3636.88
TXN-0000621,Sports,Cycling,Luxury,Returning,Europe,Referral,Saturday,Spring,Buy Now Pay Later,Mobile,370.52,,24.0,3,41.2,4.6,16.0,0.187,28,147.0,10.26,4.0,0,1,0,861.22
TXN-0000622,Fashion,Women Clothing,Mid-Range,New,North America,Email,Thursday,Fall,PayPal,Mobile,100.24,,0.0,4,0.0,,7.0,0.291,7,,7.91,5.0,0,0,0,401.12
TXN-0000623,Sports,Fitness Equipment,Premium,VIP,Middle East,Email,Saturday,Spring,PayPal,Mobile,151.79,167.39,0.0,3,0.0,4.7,43.0,0.17,24,704.0,20.8,4.0,1,1,0,458.53
TXN-0000624,Automotive,Car Care,Budget,New,Europe,Email,Saturday,Fall,Credit Card,Mobile,48.04,45.93,32.7,2,431.49,4.4,0.0,0.183,44,305.0,11.91,2.0,0,0,0,144.7
TXN-0000625,Toys,Action Figures,Mid-Range,Loyal,Middle East,Organic Search,Friday,Spring,Credit Card,Tablet,27.41,27.85,0.0,3,0.0,4.1,,0.125,20,197.0,29.52,1.0,1,1,0,72.97
TXN-0000626,Automotive,Tools,Luxury,Returning,Middle East,Email,Tuesday,Fall,Buy Now Pay Later,Mobile,838.84,723.35,41.1,15,164.24,4.3,15.0,0.059,24,176.0,24.9,2.0,0,0,0,7354.85
TXN-0000627,Toys,Dolls,Luxury,Returning,North America,Paid Search,Thursday,Summer,Debit Card,Desktop,159.31,128.97,8.6,7,0.0,4.0,20.0,0.374,17,258.0,4.34,2.0,0,0,1,1387.6
TXN-0000628,Electronics,Gaming,Mid-Range,Returning,Middle East,Paid Search,Sunday,Summer,Bank Transfer,Desktop,317.21,251.58,0.0,7,231.65,4.2,11.0,0.193,104,,20.27,1.0,0,0,0,2223.51
TXN-0000629,Sports,Cycling,Luxury,Returning,Europe,Email,Monday,Summer,Debit Card,Mobile,462.76,382.51,0.0,1,0.0,4.5,5.0,,19,137.0,19.32,4.0,0,0,0,482.16
TXN-0000630,Electronics,Smartphones,Mid-Range,Returning,North America,Organic Search,Thursday,Winter,Buy Now Pay Later,Mobile,181.78,160.27,1.1,14,294.12,4.5,18.0,0.198,9,1148.0,8.35,,0,0,0,2549.21
TXN-0000631,Automotive,Performance,Mid-Range,Returning,Asia Pacific,Email,Thursday,Spring,Debit Card,Mobile,133.63,,6.4,7,0.0,,0.0,0.23,5,170.0,19.98,0.0,0,0,0,847.21
TXN-0000632,Home & Garden,Bedding,Mid-Range,Returning,Asia Pacific,Social Media,Saturday,Spring,Credit Card,Mobile,111.99,95.96,0.0,5,12.97,,0.0,0.251,24,35.0,10.99,4.0,0,0,1,852.09
TXN-0000633,Electronics,Tablets,Mid-Range,New,North America,Paid Search,Saturday,Summer,Debit Card,Mobile,325.65,261.66,0.0,5,0.0,4.6,0.0,0.199,98,20.0,13.25,1.0,0,1,0,1634.74
TXN-0000634,Automotive,Interior,Mid-Range,Loyal,Asia Pacific,Paid Search,Saturday,Spring,Credit Card,Desktop,156.3,129.47,34.5,9,0.0,,0.0,0.235,37,175.0,9.91,2.0,1,0,0,906.01
TXN-0000635,Fashion,Men Clothing,Premium,Loyal,Asia Pacific,Organic Search,Thursday,Spring,Buy Now Pay Later,Mobile,82.73,91.65,6.4,2,,2.9,0.0,0.182,18,25.0,18.62,6.0,1,0,0,220.43
TXN-0000636,Automotive,Safety,Mid-Range,New,Europe,Paid Search,Saturday,Winter,PayPal,Mobile,134.2,134.25,22.7,3,0.0,,5.0,0.302,34,106.0,6.76,2.0,0,1,0,340.08
TXN-0000637,Electronics,Gaming,Mid-Range,VIP,North America,Marketplace,Saturday,Winter,Credit Card,Mobile,300.26,296.81,19.7,6,0.0,3.3,38.0,,84,309.0,7.92,2.0,1,0,0,1456.46
TXN-0000638,Sports,Fitness Equipment,Mid-Range,Churned,North America,Social Media,Saturday,Fall,Credit Card,Mobile,90.5,86.63,18.5,3,0.0,3.3,30.0,,43,303.0,9.44,1.0,0,0,0,241.89
TXN-0000639,Toys,Outdoor Play,Premium,Churned,North America,Marketplace,Friday,Spring,Buy Now Pay Later,Desktop,76.37,,0.0,5,0.0,4.7,27.0,,37,234.0,6.46,2.0,0,0,0,389.3
TXN-0000640,Sports,Outdoor,Mid-Range,Loyal,Europe,Organic Search,Monday,Fall,Credit Card,Mobile,61.48,73.31,0.0,5,345.1,4.9,15.0,,16,225.0,21.06,3.0,1,0,0,335.11
TXN-0000641,Beauty,Makeup,Mid-Range,New,Europe,Social Media,Tuesday,Spring,Credit Card,Mobile,84.62,105.74,2.0,2,0.0,4.5,7.0,0.293,38,172.0,8.05,5.0,0,0,0,178.34
TXN-0000642,Home & Garden,Bedding,Premium,Loyal,Europe,Social Media,Thursday,Winter,Bank Transfer,Mobile,213.06,238.59,11.1,3,0.0,4.5,75.0,0.076,14,861.0,13.26,8.0,1,0,1,1061.85
TXN-0000643,Jewelry,Rings,Mid-Range,Returning,Middle East,Direct,Sunday,Fall,Bank Transfer,Desktop,401.63,,5.5,2,1109.05,,29.0,0.044,23,293.0,14.2,1.0,0,0,0,865.2
TXN-0000644,Food & Grocery,Frozen,Premium,Returning,North America,Social Media,Monday,Summer,Credit Card,Mobile,72.27,80.69,4.8,11,343.01,4.3,24.0,0.035,17,,8.15,4.0,0,1,0,817.14
TXN-0000645,Electronics,Tablets,Premium,Loyal,North America,Organic Search,Friday,Winter,Buy Now Pay Later,Desktop,615.41,712.1,0.0,4,0.0,3.6,13.0,0.06,16,279.0,6.6,3.0,1,1,0,2469.38
TXN-0000646,Electronics,Smartphones,Mid-Range,VIP,North America,Direct,Wednesday,Fall,Credit Card,Mobile,201.85,192.13,8.2,9,0.0,3.6,7.0,0.051,6,220.0,6.71,3.0,1,1,1,2124.38
TXN-0000647,Toys,Board Games,Premium,Loyal,North America,Paid Search,Monday,Summer,PayPal,Mobile,41.78,30.82,1.6,7,0.0,3.3,26.0,0.011,10,332.0,7.54,4.0,1,0,1,433.07
TXN-0000648,Toys,Educational,Mid-Range,Returning,Asia Pacific,Organic Search,Monday,Summer,Credit Card,Mobile,23.52,27.81,22.7,6,0.0,4.3,26.0,0.209,18,509.0,13.59,2.0,0,0,0,111.46
TXN-0000649,Beauty,Personal Care,Budget,Churned,Europe,Affiliate,Thursday,Winter,Crypto,Desktop,19.02,18.59,1.0,5,0.0,4.2,38.0,0.0,24,313.0,15.18,2.0,0,1,0,111.22
TXN-0000650,Food & Grocery,Supplements,Mid-Range,Loyal,Europe,Paid Search,Sunday,Fall,Credit Card,Desktop,38.36,39.72,0.0,4,0.0,4.8,11.0,0.071,9,185.0,15.71,1.0,1,1,0,144.15
TXN-0000651,Fashion,Accessories,Mid-Range,Loyal,North America,Organic Search,Saturday,Winter,Debit Card,Mobile,45.87,48.74,0.0,7,0.0,4.3,13.0,0.212,47,115.0,6.78,3.0,1,0,0,319.26
TXN-0000652,Books,Fiction,Premium,Loyal,Europe,Social Media,Sunday,Summer,Credit Card,Mobile,22.1,11.01,0.0,2,0.0,4.2,27.0,0.101,9,257.0,17.79,4.0,1,0,0,50.73
TXN-0000653,Home & Garden,Garden Tools,Premium,Churned,South Asia,Social Media,Monday,Summer,Credit Card,Desktop,287.67,242.16,0.0,7,0.0,4.0,0.0,0.213,35,25.0,10.13,4.0,0,0,0,2007.66
TXN-0000654,Fashion,Sportswear,Budget,New,Asia Pacific,Direct,Saturday,Spring,Bank Transfer,Desktop,24.86,21.67,2.8,1,51.19,3.6,25.0,0.369,22,260.0,14.6,1.0,0,1,0,48.4
TXN-0000655,Sports,Yoga,Mid-Range,Returning,Europe,Organic Search,Thursday,Spring,Buy Now Pay Later,Desktop,40.41,47.08,4.5,5,0.0,,26.0,0.069,10,222.0,7.77,4.0,0,0,0,199.01
TXN-0000656,Beauty,Haircare,Budget,Churned,Latin America,Organic Search,Monday,Winter,Debit Card,Mobile,22.58,,4.0,9,258.29,4.6,13.0,0.224,18,322.0,20.15,5.0,0,0,0,179.03
TXN-0000657,Electronics,Cameras,Budget,Churned,Europe,Social Media,Sunday,Summer,Debit Card,Mobile,121.89,120.81,8.2,12,0.0,4.0,10.0,0.045,22,148.0,9.18,,0,0,0,1323.77
TXN-0000658,Sports,Water Sports,Mid-Range,Loyal,Asia Pacific,Email,Tuesday,Winter,Debit Card,Desktop,63.0,,31.1,9,159.17,3.4,11.0,,45,131.0,9.33,3.0,1,0,1,502.57
TXN-0000659,Books,Non-Fiction,Mid-Range,Returning,Asia Pacific,Social Media,Monday,Summer,Credit Card,Mobile,20.33,19.17,4.6,6,0.0,3.7,0.0,0.023,28,,26.12,5.0,0,0,1,151.56
TXN-0000660,Sports,Water Sports,Premium,New,North America,Organic Search,Friday,Fall,Credit Card,Mobile,221.66,248.96,1.7,3,175.9,3.3,3.0,0.205,21,287.0,10.73,1.0,0,0,0,682.47
TXN-0000661,Beauty,Makeup,Premium,Loyal,South Asia,Social Media,Wednesday,Spring,Credit Card,Mobile,107.62,113.35,10.3,3,252.93,4.9,4.0,0.123,42,244.0,11.22,3.0,1,0,0,340.46
TXN-0000662,Jewelry,Watches,Mid-Range,VIP,Middle East,Organic Search,Monday,Spring,Credit Card,Mobile,310.26,,0.0,11,1003.54,4.3,4.0,0.203,58,275.0,32.09,1.0,1,0,0,3405.3
TXN-0000663,Home & Garden,Kitchen,Luxury,Loyal,North America,Paid Search,Monday,Spring,Credit Card,Desktop,290.11,254.81,13.8,3,71.38,4.0,18.0,0.097,26,511.0,7.14,6.0,1,0,0,767.11
TXN-0000664,Home & Garden,Lighting,Premium,New,Asia Pacific,Email,Thursday,Summer,Credit Card,Mobile,173.91,141.29,5.7,2,0.0,3.9,10.0,0.394,28,,11.5,8.0,0,0,0,337.99
TXN-0000665,Electronics,Laptops,Mid-Range,Returning,Asia Pacific,Referral,Monday,Fall,Bank Transfer,Desktop,230.17,230.3,0.0,2,0.0,4.0,10.0,0.203,44,375.0,23.15,,0,0,0,478.42
TXN-0000666,Sports,Fitness Equipment,Mid-Range,New,Middle East,Affiliate,Sunday,Summer,Bank Transfer,Mobile,84.48,80.64,0.0,9,0.0,4.1,0.0,0.259,25,206.0,26.6,3.0,0,1,1,925.0
TXN-0000667,Food & Grocery,Pantry,Budget,Returning,North America,Email,Wednesday,Fall,Debit Card,Desktop,7.01,7.94,20.1,4,0.0,3.9,0.0,0.394,58,336.0,8.32,2.0,0,0,0,55.48
TXN-0000668,Food & Grocery,Pantry,Premium,VIP,Europe,Direct,Saturday,Winter,Credit Card,Tablet,68.7,62.73,1.0,7,0.0,2.4,7.0,0.029,25,92.0,13.09,1.0,1,0,0,518.05
TXN-0000669,Electronics,Cameras,Budget,Returning,North America,Paid Search,Thursday,Fall,Bank Transfer,Mobile,116.44,117.2,0.0,2,,4.7,13.0,0.304,4,346.0,6.31,2.0,0,0,0,238.0
TXN-0000670,Books,Comics,Mid-Range,Returning,South Asia,Marketplace,Friday,Winter,Bank Transfer,Mobile,22.02,23.88,1.0,7,0.0,4.3,51.0,0.378,15,753.0,10.22,0.0,0,0,1,202.35
TXN-0000671,Sports,Yoga,Luxury,Returning,Europe,Paid Search,Wednesday,Spring,PayPal,Mobile,405.56,,0.0,2,0.0,4.1,19.0,0.446,20,666.0,10.96,2.0,0,1,0,840.14
TXN-0000672,Electronics,Gaming,Mid-Range,New,North America,Marketplace,Wednesday,Spring,Debit Card,Mobile,475.77,,5.8,1,0.0,3.2,40.0,0.054,45,618.0,9.96,3.0,0,1,0,455.94
TXN-0000673,Home & Garden,Decor,Luxury,New,North America,Direct,Wednesday,Winter,PayPal,Mobile,288.3,,1.0,4,,4.0,1.0,0.167,25,96.0,8.17,3.0,0,0,0,1147.3
TXN-0000674,Fashion,Sportswear,Mid-Range,VIP,Europe,Direct,Sunday,Spring,Crypto,Mobile,62.66,,20.4,1,0.0,3.9,,0.145,46,407.0,15.35,6.0,1,0,1,216.65
TXN-0000675,Home & Garden,Furniture,Premium,VIP,North America,Social Media,Saturday,Summer,Bank Transfer,Mobile,218.39,213.7,0.0,6,0.0,4.1,103.0,0.057,45,919.0,6.62,1.0,1,1,0,1307.23
TXN-0000676,Home & Garden,Lighting,Premium,Loyal,Europe,Affiliate,Saturday,Winter,Debit Card,Tablet,223.11,,0.0,16,0.0,,0.0,0.061,42,370.0,9.75,2.0,1,0,1,4110.64
TXN-0000677,Food & Grocery,Frozen,Budget,Returning,Asia Pacific,Affiliate,Tuesday,Winter,Debit Card,Mobile,9.29,12.79,1.0,2,,,0.0,0.108,41,113.0,13.21,0.0,0,1,0,50.49
TXN-0000678,Books,Self-Help,Budget,Loyal,Asia Pacific,Social Media,Friday,Fall,Debit Card,Mobile,8.04,1.0,1.8,7,0.0,4.7,56.0,,38,587.0,17.54,0.0,1,0,0,34.61
TXN-0000679,Sports,Cycling,Budget,Returning,Asia Pacific,Paid Search,Sunday,Winter,Bank Transfer,Mobile,43.14,,10.7,8,0.0,3.6,0.0,0.049,21,65.0,17.32,3.0,0,0,1,381.42
TXN-0000680,Sports,Yoga,Premium,New,Middle East,Email,Sunday,Fall,Debit Card,Desktop,116.13,123.03,0.0,5,0.0,3.7,14.0,0.009,19,268.0,16.18,5.0,0,0,0,590.33
TXN-0000681,Toys,Board Games,Premium,New,Europe,Organic Search,Saturday,Spring,Credit Card,Tablet,61.52,77.12,0.0,6,0.0,4.3,12.0,0.152,41,551.0,15.42,4.0,0,0,0,362.57
TXN-0000682,Books,Academic,Mid-Range,New,Europe,Affiliate,Sunday,Fall,Credit Card,Mobile,13.93,8.35,1.0,4,143.77,3.1,14.0,0.183,16,486.0,12.11,5.0,0,0,0,77.88
TXN-0000683,Books,Children,Mid-Range,VIP,Europe,Organic Search,Saturday,Winter,Debit Card,Mobile,13.9,,26.0,12,0.0,4.9,23.0,0.072,34,275.0,18.37,4.0,1,0,0,87.03
TXN-0000684,Beauty,Makeup,Budget,Loyal,Europe,Direct,Sunday,Fall,Debit Card,Tablet,14.51,19.42,0.0,7,16.53,3.4,19.0,0.214,24,502.0,17.41,4.0,1,0,0,94.89
TXN-0000685,Electronics,Tablets,Premium,Loyal,North America,Paid Search,Tuesday,Winter,PayPal,Mobile,537.22,522.71,0.0,4,0.0,4.3,11.0,0.315,21,525.0,8.78,2.0,1,0,0,2149.77
TXN-0000686,Beauty,Haircare,Budget,Loyal,Middle East,Email,Tuesday,Fall,Credit Card,Desktop,13.55,6.69,0.0,5,0.0,4.0,25.0,,32,602.0,15.92,4.0,1,0,0,62.22
TXN-0000687,Sports,Cycling,Budget,Returning,South Asia,Social Media,Sunday,Spring,Credit Card,Mobile,33.59,,0.0,7,39.05,3.8,0.0,0.119,91,10.0,19.34,8.0,0,1,0,245.6
TXN-0000688,Books,Comics,Mid-Range,Returning,Asia Pacific,Paid Search,Sunday,Fall,Credit Card,Mobile,13.46,14.21,35.6,9,488.29,4.7,8.0,0.146,32,383.0,24.45,3.0,0,0,0,92.88
TXN-0000689,Sports,Yoga,Premium,VIP,South Asia,Paid Search,Friday,Summer,Credit Card,Desktop,130.07,107.43,9.6,1,218.41,4.5,0.0,0.014,62,478.0,10.98,0.0,1,1,0,162.3
TXN-0000690,Home & Garden,Lighting,Luxury,New,Asia Pacific,Social Media,Wednesday,Winter,Debit Card,Desktop,630.35,,2.5,5,166.77,4.7,0.0,0.101,34,115.0,15.75,3.0,0,0,0,3092.21
TXN-0000691,Sports,Water Sports,Mid-Range,Loyal,North America,Email,Monday,Summer,Credit Card,Tablet,115.56,113.61,13.6,8,252.31,4.5,31.0,0.011,34,280.0,11.99,3.0,1,1,0,819.27
TXN-0000692,Food & Grocery,Beverages,Premium,Returning,North America,Direct,Wednesday,Spring,Debit Card,Mobile,49.91,44.68,2.5,6,0.0,3.9,5.0,0.333,13,112.0,6.31,1.0,0,1,0,294.19
TXN-0000693,Fashion,Bags,Premium,Loyal,North America,Organic Search,Thursday,Summer,Credit Card,Mobile,172.33,201.1,31.5,8,0.0,4.0,,0.062,19,457.0,12.74,1.0,1,1,0,942.67
TXN-0000694,Home & Garden,Bedding,Mid-Range,Returning,Europe,Marketplace,Sunday,Winter,Credit Card,Desktop,86.91,,45.3,7,0.0,3.5,25.0,0.363,13,533.0,14.42,0.0,0,0,0,316.41
TXN-0000695,Books,Non-Fiction,Mid-Range,New,North America,Paid Search,Saturday,Winter,Buy Now Pay Later,Mobile,21.41,18.55,0.0,1,0.0,3.0,20.0,0.414,21,179.0,15.78,3.0,0,1,0,39.0
