age,gender,education_level,city,company,job_role,industry_sector,employment_type,years_experience,annual_ctc,monthly_expenses,savings_balance,investments,loan_outstanding,emi_monthly,debt_to_income_ratio,credit_score,num_credit_cards,projects_completed,certifications,training_hours_yr,team_size_managed,remote_work_pct,overtime_hours_month,performance_score,promotion_eligible
25,Male,Bachelor,Ujjain,TCS,Backend Developer,Telecom,Full-time,4,448926,19465,367465.0,6349.0,0.0,0,0.0,573,4,13,2,,0.0,100,16,3.3,0
50,Male,Bachelor,Gulbarga,ThoughtWorks India,VP Engineering,E-commerce,Hybrid,26,1765997,58098,37447.0,3134.0,350017.0,7000,0.0476,696,3,52,0,52.0,7.0,100,7,4.48,0
33,Male,Bachelor,Hyderabad,Persistent Systems,Lead Engineer,Defense,Remote,13,1012204,32952,85602.0,7150.0,1986240.0,39724,0.4709,578,3,31,4,64.0,6.0,75,9,3.25,0
49,Female,Diploma,Bhavnagar,Zensar Technologies,Software Engineer,Startup,Part-time,25,1542269,60725,24361.0,13022.0,0.0,0,0.0,776,3,51,2,21.0,15.0,0,20,4.93,1
42,Male,High School,Dhanbad,Druva,IT Consultant,FinTech,Full-time,20,1315853,32992,41273.0,,0.0,0,0.0,700,3,42,1,46.0,12.0,50,25,4.52,0
50,Male,Bachelor,Indore,Nucleus Software,Data Analyst,Telecom,Part-time,28,1811634,66712,236317.0,13592.0,,11737,0.0777,734,2,60,3,6.0,3.0,0,38,4.78,0
45,Female,Bachelor,Aligarh,Nagarro India,Solutions Architect,Startup,Full-time,21,1561593,71428,150495.0,360835.0,1277600.0,25552,0.1964,711,5,43,3,86.0,2.0,50,23,4.78,0
47,Male,Bachelor,Allahabad,Cyient DLM,Senior Data Scientist,Startup,Hybrid,26,1741372,75466,50887.0,25991.0,219212.0,4384,0.0302,731,4,53,1,80.0,23.0,50,18,4.98,1
47,Non-binary,High School,Ludhiana,BrowserStack,Senior Software Engineer,Telecom,Full-time,25,1514976,56508,18468.0,73039.0,1571653.0,31433,0.249,754,1,52,2,105.0,19.0,100,5,4.22,0
38,Female,Master,Srinagar,Wipro,Full Stack Developer,Defense,Remote,16,1197509,34174,727872.0,45122.0,0.0,0,0.0,634,2,32,1,96.0,10.0,50,10,4.6,1
55,Female,Master,Mumbai,Wipro,Director of Engineering,E-commerce,Full-time,35,2150380,94405,106207.0,9144.0,1298444.0,25968,0.1449,727,5,70,2,85.0,22.0,0,1,4.92,1
28,Male,Bachelor,Jaipur,Sigmoid Analytics,Full Stack Developer,Defense,Hybrid,5,576446,18091,35456.0,25624.0,1095357.0,21907,0.456,467,3,12,4,49.0,0.0,0,4,1.57,0
51,Male,High School,Mumbai,GlobalLogic,DevOps Engineer,Defense,Contract,29,1913609,58331,88384.0,,483837.0,9676,0.0607,785,3,58,3,70.0,3.0,0,33,4.98,0
42,Male,High School,Jabalpur,Datavail Infotech,Data Scientist,FinTech,Contract,20,1210429,54163,,,0.0,0,0.0,720,2,37,1,64.0,21.0,100,7,3.61,0
33,Male,Master,Noida,Mphasis,DevOps Engineer,Government,Contract,13,1127591,44769,8762.0,3059.0,522006.0,10440,0.1111,535,2,25,3,50.0,13.0,75,36,3.09,0
37,Female,Master,Jalgaon,BrowserStack,Network Engineer,Banking,Full-time,15,1172482,44391,66159.0,9207.0,0.0,0,0.0,545,4,28,2,103.0,19.0,50,34,3.64,0
30,Male,Master,Nashik,Nielsen India,Database Administrator,FinTech,Hybrid,6,748337,33656,177365.0,,0.0,0,0.0,629,3,13,0,104.0,0.0,50,5,3.35,0
26,Male,Master,Lucknow,Mphasis,Backend Developer,Government,Full-time,4,547564,14157,66662.0,1391672.0,1201984.0,24039,0.5268,606,3,5,1,3.0,0.0,50,36,2.31,0
50,Female,Bachelor,Guwahati,IBM India,Cloud Architect,Startup,Full-time,30,1866486,43822,216767.0,12900.0,532579.0,10651,0.0685,736,2,58,1,116.0,15.0,25,18,5.0,1
52,Male,Master,Ranchi,Capgemini India,Database Administrator,E-commerce,Full-time,29,1926043,65811,327226.0,12898.0,0.0,0,0.0,768,2,60,1,0.0,22.0,50,31,4.74,1
36,Female,Bachelor,Noida,Accenture India,ETL Developer,Startup,Full-time,15,1140073,36076,10680.0,194411.0,0.0,0,0.0,607,2,30,2,28.0,,50,20,4.28,0
25,Female,Bachelor,Siliguri,Quick Heal,Full Stack Developer,EdTech,Hybrid,3,555895,16306,57610.0,94598.0,0.0,0,0.0,490,0,10,1,,0.0,100,22,3.17,0
57,Male,PhD,Kanpur,Quick Heal,Software Engineer,Telecom,Contract,33,2253916,59916,128890.0,1156.0,0.0,0,0.0,825,3,63,0,91.0,5.0,50,37,5.0,1
43,Male,Bachelor,Indore,Cognizant,Lead Engineer,FinTech,Remote,22,1439732,47769,17211.0,1810137.0,112015.0,2240,0.0187,703,2,44,1,5.0,5.0,50,11,4.7,1
23,Male,Master,Madurai,Zensar Technologies,Security Analyst,Telecom,Full-time,0,329832,12105,75474.0,63866.0,0.0,0,0.0,510,3,0,0,11.0,0.0,100,26,3.27,0
23,Female,Bachelor,Gorakhpur,Meesho,Product Manager,E-commerce,Full-time,0,262159,11620,21611.0,93685.0,0.0,0,0.0,560,4,0,0,22.0,0.0,0,1,3.05,0
31,Female,Bachelor,Bhavnagar,CRED,Mobile Developer,Government,Contract,7,691457,28695,46920.0,61988.0,1531433.0,30628,0.5315,635,1,11,5,0.0,0.0,100,39,2.77,0
47,Female,Bachelor,Solapur,Subex,Lead Engineer,SaaS,Full-time,25,1752518,71140,1854109.0,44018.0,664823.0,13296,0.091,764,1,48,1,70.0,2.0,75,25,4.32,0
55,Male,Bachelor,Moradabad,Coforge,DevOps Engineer,Banking,Full-time,33,2199668,94945,284950.0,118788.0,333703.0,6674,0.0364,816,1,64,3,64.0,23.0,50,21,5.0,1
51,Female,Bachelor,Dehradun,NIIT Technologies,System Architect,Banking,Full-time,30,2104855,90963,275659.0,66315.0,0.0,0,0.0,743,3,59,2,30.0,22.0,50,10,4.79,1
41,Female,PhD,Loni,Freshworks,Frontend Developer,FinTech,Full-time,19,1524793,67269,246429.0,54640.0,1157122.0,23142,0.1821,596,2,36,2,91.0,24.0,75,26,3.87,0
53,Male,Diploma,Ranchi,Infosys,DevOps Engineer,Defense,Full-time,30,1981523,48685,89149.0,442.0,223191.0,4463,0.027,817,1,58,3,34.0,16.0,0,16,5.0,1
24,Male,Master,Bangalore,Datavail Infotech,Scrum Master,Government,Full-time,4,577182,17555,3804.0,49742.0,0.0,0,0.0,578,1,5,0,92.0,0.0,0,11,3.94,0
28,Male,Master,Bareilly,Zoho,BI Developer,Banking,Full-time,4,658419,27683,82712.0,437.0,0.0,0,0.0,523,1,11,0,,,50,32,2.25,0
55,Female,Bachelor,Coimbatore,Publicis Sapient,Principal Engineer,E-commerce,Full-time,32,1954346,74593,17919.0,247.0,0.0,0,0.0,711,0,62,0,92.0,4.0,100,25,5.0,1
33,Female,Master,Salem,Freshworks,DevOps Engineer,Consulting,Part-time,13,993607,29028,85464.0,45122.0,0.0,0,0.0,627,2,27,2,109.0,8.0,0,26,3.49,0
27,Male,Diploma,Kota,Mphasis,Director of Engineering,HealthTech,Hybrid,5,598288,18182,503321.0,8710.0,112727.0,2254,0.0452,597,5,13,4,3.0,0.0,0,32,3.59,0
31,Non-binary,PhD,Jaipur,Razorpay,ML Engineer,Banking,Remote,9,839872,26962,73023.0,76292.0,1441846.0,28836,0.412,641,7,21,1,85.0,15.0,75,24,2.62,0
33,Male,Diploma,Jodhpur,Druva,Database Administrator,Government,Full-time,10,697227,24561,18292.0,714816.0,121220.0,2424,0.0417,630,4,24,1,111.0,24.0,25,17,2.91,0
47,Male,Bachelor,Siliguri,Geometric,Frontend Developer,HealthTech,Full-time,24,1702952,51057,24885.0,10972.0,368774.0,7375,0.052,720,2,53,2,54.0,14.0,0,27,3.61,0
52,Female,Bachelor,Dehradun,Net Solutions,System Architect,Banking,Contract,32,2015139,59932,21868.0,7557.0,1430573.0,28611,0.1704,795,7,65,0,50.0,4.0,50,22,5.0,1
29,Male,PhD,Ajmer,Cyient,Security Analyst,Startup,Full-time,6,761458,28460,74012.0,80380.0,1719277.0,34385,0.5419,551,2,17,3,115.0,0.0,0,39,2.67,0
37,Non-binary,Master,Jamnagar,Intellect Design,Test Automation Engineer,E-commerce,Remote,16,1378524,45678,21592.0,56539.0,0.0,0,0.0,637,2,32,1,19.0,8.0,50,2,4.0,0
43,Female,Master,Vijayawada,Accenture India,Test Automation Engineer,SaaS,Full-time,21,1532337,46585,160862.0,14145.0,1340721.0,26814,0.21,593,4,40,1,,24.0,50,13,4.31,1
35,Female,Bachelor,Surat,InMobi,Product Manager,SaaS,Full-time,11,994509,28059,70538.0,31681.0,1183964.0,23679,0.2857,546,2,22,0,9.0,18.0,50,19,3.3,0
29,Female,Bachelor,Cuttack,PhonePe,Cloud Architect,HealthTech,Full-time,5,607279,23483,7544.0,6736.0,1001667.0,20033,0.3959,478,3,11,4,95.0,0.0,50,11,2.25,0
39,Female,Master,Saharanpur,Meesho,Full Stack Developer,Telecom,Full-time,17,1297560,32327,10100.0,21725.0,529007.0,10580,0.0978,701,2,39,2,103.0,24.0,0,23,4.22,0
51,Male,Bachelor,Mumbai,Robosoft,Solutions Architect,Manufacturing,Full-time,31,1989486,88716,24076.0,13263.0,0.0,0,0.0,779,2,60,1,108.0,,25,20,5.0,0
43,Female,Bachelor,Coimbatore,Nielsen India,Project Manager,Manufacturing,Full-time,20,1328522,34634,43584.0,6452.0,,36484,0.3295,614,1,44,2,114.0,6.0,100,14,4.04,0
52,Male,Bachelor,Tiruchirappalli,Intellect Design,VP Engineering,SaaS,Contract,30,1967535,83018,,15100.0,769544.0,15390,0.0939,724,0,57,1,97.0,22.0,25,5,4.58,0
36,Female,Diploma,Jamnagar,Tech Mahindra,Technical Lead,Government,Remote,14,1043875,36884,105822.0,617.0,374254.0,7485,0.086,590,2,29,2,7.0,4.0,100,34,3.35,0
43,Female,Bachelor,Chennai,Zoho,ML Engineer,E-commerce,Contract,19,1439998,65688,22030.0,44530.0,156424.0,3128,0.0261,675,1,38,2,,2.0,50,14,4.57,0
40,Male,Bachelor,Nanded,Newgen Software,Data Analyst,Consulting,Contract,16,1269123,50963,121694.0,381224.0,721095.0,14421,0.1364,661,3,37,3,88.0,16.0,50,37,3.34,0
49,Female,Master,Jaipur,Zoho,Database Administrator,Telecom,Remote,27,1840570,59925,55501.0,1505.0,1724794.0,34495,0.2249,741,1,58,0,21.0,12.0,50,38,4.21,0
50,Male,Bachelor,Varanasi,Infosys,DevOps Engineer,HealthTech,Full-time,27,1746611,48775,26052.0,11078.0,1093316.0,21866,0.1502,648,3,55,4,114.0,9.0,25,36,4.66,0
30,Male,PhD,Salem,Groww,Frontend Developer,E-commerce,Remote,10,943439,42716,106825.0,26626.0,1142411.0,22848,0.2906,661,6,18,0,11.0,5.0,75,23,3.8,0
25,Male,Bachelor,Indore,Datamatics,ETL Developer,HealthTech,Full-time,4,516807,13246,47610.0,40206.0,129492.0,2589,0.0601,559,0,7,1,43.0,0.0,50,39,2.98,0
56,Female,Bachelor,Coimbatore,Cyient,Solutions Architect,Consulting,Hybrid,35,2184307,90371,22391.0,6819.0,322150.0,6443,0.0354,845,2,72,1,99.0,10.0,0,24,5.0,1
44,Male,Bachelor,Surat,Happiest Minds,ML Engineer,Government,Full-time,20,1536515,60579,178778.0,8368.0,0.0,0,0.0,622,2,38,0,7.0,8.0,50,18,3.89,0
52,Female,Master,Agra,IBM India,DevOps Engineer,Defense,Remote,29,2122319,54026,112775.0,9593.0,169643.0,3392,0.0192,776,4,56,2,90.0,23.0,100,10,5.0,1
25,Male,Master,Mumbai,Unacademy,Full Stack Developer,E-commerce,Full-time,5,625478,28650,107014.0,34834.0,0.0,0,0.0,614,4,8,0,81.0,0.0,100,20,3.5,0
38,Male,High School,Dehradun,Cyient,Mobile Developer,Government,Full-time,16,1110519,39522,,3799.0,1765827.0,35316,0.3816,690,2,35,4,100.0,10.0,0,38,2.8,0
32,Male,PhD,Bhavnagar,Nihilent,ETL Developer,EdTech,Full-time,11,1042189,40459,10072.0,16263.0,0.0,0,0.0,631,4,19,2,93.0,7.0,100,23,3.73,0
25,Male,Bachelor,Ujjain,Wipro,Business Analyst,Manufacturing,Contract,5,481159,16665,146575.0,134120.0,0.0,0,0.0,505,0,15,1,44.0,,75,3,2.68,0
53,Female,PhD,Bikaner,InMobi,Database Administrator,HealthTech,Part-time,32,2328580,75022,113151.0,20129.0,1036016.0,20720,0.1068,738,1,66,1,5.0,22.0,75,37,4.96,1
50,Male,Bachelor,Udaipur,GlobalLogic,Data Analyst,Consulting,Full-time,26,1788407,47948,145966.0,28116.0,700615.0,14012,0.094,659,2,50,3,22.0,20.0,25,20,4.07,0
22,Male,Diploma,Kalyan,Wipro,Product Manager,SaaS,Full-time,2,436062,18567,53388.0,,1493841.0,29876,0.8222,505,3,4,2,57.0,0.0,0,23,1.0,0
54,Female,PhD,Hyderabad,Uniphore,AI Researcher,EdTech,Contract,31,2160588,71397,4089.0,42004.0,0.0,0,0.0,726,4,61,1,116.0,11.0,75,33,5.0,1
33,Female,Master,Kanpur,Postman,Full Stack Developer,Telecom,Contract,10,833302,22331,142154.0,1431.0,1360062.0,27201,0.3917,620,4,21,3,80.0,21.0,75,37,2.65,0
37,Female,Bachelor,Bhopal,Happiest Minds,Full Stack Developer,EdTech,Contract,13,1106903,38134,514815.0,,1001451.0,20029,0.2171,599,2,30,2,,21.0,25,25,4.33,0
43,Male,Master,Nanded,Trigent,Project Manager,Government,Full-time,23,1639106,62427,31951.0,255240.0,0.0,0,0.0,604,1,48,6,73.0,,25,28,3.77,1
38,Male,Master,Jalandhar,EXL Service,QA Engineer,Consulting,Full-time,18,1450634,51165,43526.0,45074.0,1282236.0,25644,0.2121,693,2,36,1,84.0,11.0,50,13,3.32,0
52,Female,High School,Ahmedabad,Wipro,Test Automation Engineer,SaaS,Contract,31,1962207,51499,41505.0,59784.0,0.0,0,0.0,716,7,60,1,49.0,21.0,50,28,5.0,1
52,Female,Bachelor,Thiruvananthapuram,GlobalLogic,Project Manager,FinTech,Remote,30,1928444,75087,27292.0,48652.0,535680.0,10713,0.0667,676,5,60,1,71.0,18.0,50,24,4.44,1
56,Female,Bachelor,Raipur,Byju s,Senior Data Scientist,SaaS,Full-time,35,2302686,104651,38569.0,21589.0,0.0,0,0.0,834,2,74,1,91.0,8.0,50,25,5.0,1
44,Female,PhD,Kalyan,eClerx,Senior Data Scientist,EdTech,Remote,21,1506333,50776,11409.0,22071.0,0.0,0,0.0,712,5,45,3,114.0,16.0,75,24,3.84,0
52,Female,Master,Siliguri,Accenture India,IT Consultant,Government,Full-time,31,2137649,62193,36945.0,104022.0,0.0,0,0.0,786,0,66,3,65.0,23.0,50,15,5.0,1
37,Male,Diploma,Gorakhpur,Mastek,Network Engineer,HealthTech,Remote,14,1132045,44518,65132.0,21829.0,1100360.0,22007,0.2333,580,4,27,4,63.0,6.0,100,6,3.27,0
36,Female,Bachelor,Indore,HCL Technologies,Backend Developer,E-commerce,Hybrid,13,1084856,35595,35470.0,95118.0,929579.0,18591,0.2056,681,3,29,2,47.0,21.0,75,28,3.74,0
55,Male,High School,Jamnagar,Birlasoft,Business Analyst,FinTech,Full-time,35,2117881,84952,232194.0,463055.0,1769339.0,35386,0.2005,812,1,67,0,119.0,16.0,75,38,5.0,1
46,Male,Bachelor,Mysuru,Genpact,Test Automation Engineer,Startup,Full-time,25,1694521,50918,22853.0,104429.0,0.0,0,0.0,733,2,50,0,105.0,15.0,0,20,4.8,1
28,Male,Master,Bhubaneswar,Kellton Tech,Data Scientist,HealthTech,Full-time,6,638391,18310,9200.0,26172.0,307609.0,6152,0.1156,537,0,17,2,69.0,0.0,75,34,2.95,0
41,Male,Bachelor,Noida,Hexaware,ETL Developer,FinTech,Full-time,19,1357130,45428,211114.0,37189.0,180882.0,3617,0.032,579,3,38,2,7.0,15.0,0,12,3.82,0
27,Female,Master,Surat,Hexaware,Backend Developer,Defense,Remote,5,744512,23847,22538.0,,0.0,0,0.0,596,6,13,0,109.0,0.0,50,16,3.78,0
46,Non-binary,Master,Tiruppur,Firstsource,Software Engineer,Consulting,Remote,25,1929776,53322,41779.0,41354.0,1526472.0,30529,0.1898,773,2,54,1,41.0,13.0,75,14,4.51,1
22,Male,Bachelor,Nagpur,Birlasoft,ML Engineer,E-commerce,Remote,0,414449,14398,76984.0,160946.0,0.0,0,0.0,471,4,0,4,68.0,0.0,50,32,2.98,0
43,Male,Diploma,Amritsar,Quick Heal,ETL Developer,Consulting,Full-time,23,1505219,53887,2162.0,56792.0,376106.0,7522,0.06,700,1,44,1,78.0,13.0,75,23,4.77,1
33,Male,Bachelor,Patna,InMobi,IT Consultant,E-commerce,Full-time,9,728251,25480,111208.0,345160.0,0.0,0,0.0,638,3,17,0,19.0,20.0,25,5,2.88,0
30,Male,High School,Chandigarh,Firstsource,Business Analyst,Defense,Full-time,8,694409,23747,27257.0,45408.0,679631.0,13592,0.2349,619,3,21,2,67.0,12.0,100,27,2.56,0
31,Male,Master,Kalyan,Nihilent,IT Consultant,Consulting,Full-time,7,742470,20627,46257.0,2029.0,0.0,0,0.0,487,0,18,5,110.0,0.0,75,4,3.58,0
32,Non-binary,Master,Bhiwandi,Byju s,IT Consultant,Consulting,Full-time,11,872531,30314,56198.0,109705.0,,24064,0.331,519,5,24,3,27.0,2.0,100,20,2.82,0
40,Male,Bachelor,Tiruchirappalli,Sonata Software,Senior Software Engineer,FinTech,Full-time,19,1373576,58793,33410.0,9424.0,983448.0,19668,0.1718,575,3,40,0,66.0,8.0,25,39,3.49,0
37,Female,Master,Ujjain,Mphasis,DevOps Engineer,Manufacturing,Full-time,14,1149693,28709,49677.0,4005.0,870844.0,17416,0.1818,552,6,30,1,,22.0,0,23,3.66,0
22,Female,PhD,Jamshedpur,Tech Mahindra,Backend Developer,Startup,Contract,1,459437,15257,8432.0,1378.0,0.0,0,0.0,567,0,4,1,114.0,0.0,100,35,3.04,0
48,Non-binary,Bachelor,Tiruchirappalli,Apexon,Software Engineer,Defense,Full-time,25,1499295,59610,26194.0,5820.0,0.0,0,0.0,756,1,52,3,,17.0,0,37,5.0,1
31,Male,Bachelor,Salem,Happiest Minds,System Architect,Startup,Full-time,9,760941,29227,179191.0,29733.0,1944845.0,38896,0.6134,565,1,16,2,,9.0,0,0,2.14,0
43,Female,Bachelor,Ludhiana,IBM India,Project Manager,EdTech,Remote,20,1462711,54434,,21516.0,0.0,0,0.0,609,2,41,2,59.0,7.0,75,18,4.3,0
26,Female,Master,Ludhiana,Razorpay,IT Consultant,Manufacturing,Remote,5,674923,29121,102893.0,59866.0,1626195.0,32523,0.5783,591,5,9,1,55.0,0.0,50,33,2.4,0
46,Female,Bachelor,Salem,Groww,Software Engineer,Banking,Full-time,25,1634772,74661,173852.0,123296.0,1803470.0,36069,0.2648,753,3,51,3,96.0,5.0,0,39,4.68,0
54,Female,Master,Jabalpur,Nihilent,Security Analyst,Startup,Remote,34,2271891,73523,117716.0,27081.0,,37737,0.1993,695,2,68,2,20.0,22.0,0,3,4.6,0
45,Male,Master,Surat,Swiggy,Project Manager,E-commerce,Full-time,21,1451373,41722,24231.0,11964.0,619981.0,12399,0.1025,597,2,45,0,93.0,3.0,100,31,4.5,0
44,Male,Bachelor,Amritsar,Cyient,Scrum Master,E-commerce,Contract,21,1420376,40498,148435.0,8821.0,172439.0,3448,0.0291,688,4,42,1,73.0,24.0,50,23,4.33,0
28,Male,Master,Madurai,Subex,Software Engineer,EdTech,Contract,5,661066,24332,81894.0,66976.0,,0,0.0,554,2,13,1,119.0,0.0,0,37,3.34,0
27,Male,PhD,Srinagar,HCL Technologies,Network Engineer,EdTech,Part-time,3,601387,18442,169364.0,47449.0,0.0,0,0.0,519,0,6,5,26.0,0.0,50,35,3.9,0
56,Male,Bachelor,Allahabad,Zoho,Project Manager,Telecom,Hybrid,35,2218233,71948,105771.0,,628649.0,12572,0.068,735,5,73,3,97.0,,0,5,5.0,1
37,Male,Master,Surat,Ola,Test Automation Engineer,Government,Remote,16,1176412,44858,113571.0,15300.0,78339.0,1566,0.016,587,4,36,0,68.0,3.0,0,5,3.15,0
36,Female,Diploma,Akola,Cyient DLM,Senior Data Scientist,Consulting,Full-time,16,1186550,44432,134773.0,17850.0,838094.0,16761,0.1695,555,3,33,1,58.0,19.0,50,6,3.62,0
24,Male,Bachelor,Nagpur,Persistent Systems,Technical Lead,Defense,Contract,4,472305,11107,40896.0,14318.0,1029951.0,20599,0.5234,508,1,10,1,5.0,0.0,100,13,1.65,0
41,Male,Bachelor,Amravati,KPIT Technologies,Data Analyst,Banking,Contract,17,1261171,52850,,8274.0,62931.0,1258,0.012,678,2,36,1,105.0,,100,37,3.66,0
51,Male,Bachelor,Surat,Byju s,ETL Developer,Telecom,Full-time,30,1907798,73654,192972.0,31977.0,0.0,0,0.0,804,3,62,1,48.0,2.0,50,2,4.98,1
34,Male,Master,Raipur,Hexaware,AI Researcher,Government,Contract,10,982127,41560,12279.0,172784.0,0.0,0,0.0,500,4,21,1,93.0,4.0,0,5,2.89,0
49,Male,Bachelor,Thiruvananthapuram,Nagarro India,Director of Engineering,FinTech,Full-time,26,1695683,53696,52474.0,8749.0,,0,0.0,658,1,49,2,93.0,5.0,25,1,4.36,0
43,Male,PhD,Jabalpur,Capgemini India,Cloud Architect,Government,Remote,21,1608770,44649,61599.0,33575.0,631575.0,12631,0.0942,696,1,43,3,33.0,13.0,0,3,4.27,1
48,Male,Master,Nashik,Net Solutions,Product Manager,Manufacturing,Full-time,24,1659817,48937,74324.0,107846.0,,0,0.0,768,1,53,2,116.0,3.0,50,2,5.0,1
50,Female,Bachelor,Chandigarh,EXL Service,Backend Developer,Defense,Remote,28,1775718,50368,27863.0,4052.0,1044305.0,20886,0.1411,792,3,59,5,23.0,19.0,0,20,4.34,0
50,Male,Diploma,Navi Mumbai,Nagarro India,Engineering Manager,FinTech,Full-time,28,1886827,64267,108063.0,5648.0,876872.0,17537,0.1115,734,2,59,2,23.0,8.0,75,30,4.96,1
34,Female,High School,Gorakhpur,Postman,Project Manager,Government,Full-time,13,950165,32284,44859.0,23163.0,1959302.0,39186,0.4949,668,0,25,2,7.0,24.0,75,19,2.83,0
53,Female,Bachelor,Nagpur,NIIT Technologies,Cloud Architect,Startup,Hybrid,31,1993049,82635,3109.0,,0.0,0,0.0,674,2,65,1,55.0,12.0,75,32,5.0,1
24,Male,Master,Nagpur,Mastek,Product Manager,FinTech,Hybrid,2,445019,16172,13740.0,99728.0,785833.0,15716,0.4238,493,7,7,1,79.0,0.0,25,31,2.18,0
24,Female,Master,Guntur,Tata Elxsi,Frontend Developer,Banking,Hybrid,3,543694,13628,17001.0,71707.0,1020164.0,20403,0.4503,587,3,4,3,52.0,0.0,100,23,2.74,0
41,Male,Master,Hyderabad,Syntel India,System Architect,SaaS,Full-time,21,1646744,71458,113524.0,3001.0,,24823,0.1809,680,4,46,1,66.0,22.0,0,28,3.77,0
41,Male,Bachelor,Dhanbad,Nihilent,DevOps Engineer,Startup,Part-time,17,1270707,57340,110162.0,7287.0,0.0,0,0.0,671,2,37,0,110.0,23.0,50,0,3.57,0
30,Female,PhD,Jalgaon,CleverTap,Solutions Architect,Manufacturing,Full-time,10,1204521,30467,19779.0,651567.0,0.0,0,0.0,639,5,20,2,13.0,17.0,50,12,3.78,0
30,Male,Master,Indore,PhonePe,Test Automation Engineer,SaaS,Contract,7,789711,32284,21391.0,7445.0,0.0,0,0.0,537,2,14,1,,0.0,50,38,3.49,0
34,Female,Bachelor,Hubballi,Vedantu,Security Analyst,FinTech,Contract,12,999747,42803,67352.0,4686.0,0.0,0,0.0,526,1,28,0,5.0,21.0,75,35,3.21,0
42,Male,Master,Kanpur,Cybage,Senior Data Scientist,HealthTech,Full-time,21,1547559,54600,,4198.0,0.0,0,0.0,729,3,42,5,76.0,2.0,50,5,3.82,0
45,Male,Master,Gorakhpur,Firstsource,Frontend Developer,SaaS,Full-time,23,1623159,60607,23986.0,5377.0,875825.0,17516,0.1295,702,1,45,2,51.0,4.0,100,2,4.03,0
39,Male,Master,Malegaon,Sasken,Lead Engineer,E-commerce,Hybrid,16,1252811,34349,4465.0,57924.0,0.0,0,0.0,626,3,32,2,98.0,21.0,100,39,3.55,0
27,Female,Bachelor,Moradabad,Sigmoid Analytics,Scrum Master,Defense,Full-time,5,511967,13333,25033.0,6261.0,150412.0,3008,0.0705,468,3,12,2,42.0,,75,28,2.68,0
41,Male,Master,Gorakhpur,Publicis Sapient,Security Analyst,Government,Full-time,19,1519141,41133,311131.0,,0.0,0,0.0,710,3,37,2,1.0,22.0,25,26,4.25,1
50,Male,Bachelor,Rajkot,Nagarro India,Senior Data Scientist,Startup,Contract,28,1753087,63382,8524.0,,1545503.0,30910,0.2116,711,2,57,2,21.0,24.0,0,7,4.54,0
44,Male,Diploma,Nashik,Hexaware,Backend Developer,Banking,Contract,23,1482760,55336,108623.0,27765.0,1299954.0,25999,0.2104,753,2,51,1,53.0,9.0,50,0,4.8,0
48,Female,Bachelor,Nashik,Quick Heal,Mobile Developer,Telecom,Full-time,27,1711303,57545,25381.0,15122.0,1035029.0,20700,0.1452,716,7,51,2,22.0,18.0,0,14,4.38,0
45,Female,Bachelor,Delhi,Ola,Backend Developer,FinTech,Full-time,23,1580277,63272,55428.0,1424.0,1378823.0,27576,0.2094,634,3,45,3,39.0,10.0,100,8,4.03,0
31,Female,Bachelor,Raipur,Firstsource,BI Developer,FinTech,Full-time,11,913106,35568,635906.0,5316.0,0.0,0,0.0,627,3,19,2,61.0,17.0,100,17,3.9,0
31,Male,Master,Loni,Mphasis,ETL Developer,SaaS,Full-time,10,908780,25154,7682.0,1137085.0,1508962.0,30179,0.3985,536,4,25,2,113.0,2.0,50,0,2.49,0
35,Non-binary,Master,Indore,Xoriant,BI Developer,Manufacturing,Full-time,15,1210994,41580,21221.0,33343.0,81017.0,1620,0.0161,565,4,31,2,119.0,17.0,75,31,3.39,0
22,Non-binary,PhD,Madurai,Quick Heal,Product Manager,Manufacturing,Full-time,0,595586,26866,5329.0,90084.0,0.0,0,0.0,560,3,0,3,24.0,0.0,50,12,2.78,0
37,Male,Bachelor,Kochi,CleverTap,AI Researcher,Consulting,Hybrid,15,1147228,48520,33979.0,9831.0,,0,0.0,659,5,31,4,31.0,13.0,0,31,3.79,0
49,Male,Master,Malegaon,Apexon,Frontend Developer,FinTech,Remote,26,1896420,76458,49102.0,73800.0,0.0,0,0.0,675,4,49,3,47.0,13.0,50,27,4.69,1
46,Female,Master,Jabalpur,Groww,Principal Engineer,Consulting,Full-time,25,1774491,45705,21808.0,39860.0,1201704.0,24034,0.1625,645,1,54,0,82.0,19.0,75,2,3.13,0
36,Female,Master,Gulbarga,HCL Technologies,System Architect,EdTech,Full-time,12,1087766,34917,31428.0,27353.0,904848.0,18096,0.1996,629,3,29,0,37.0,,75,29,3.17,0
55,Male,Bachelor,Nellore,Tata Elxsi,Solutions Architect,Telecom,Full-time,35,2267237,66139,207140.0,8868.0,1997449.0,39948,0.2114,731,3,73,0,27.0,19.0,100,10,4.77,0
39,Male,Master,Srinagar,BrowserStack,Frontend Developer,HealthTech,Hybrid,19,1524773,39969,69103.0,903.0,402417.0,8048,0.0633,592,5,41,3,2.0,2.0,25,27,3.86,0
52,Female,Bachelor,Agra,Tech Mahindra,Principal Engineer,E-commerce,Full-time,30,1954112,74582,18574.0,173670.0,0.0,0,0.0,679,1,58,1,98.0,10.0,0,15,4.31,0
